"txt","val"
"Morocco and guerrillas fighting for independence of the Western Sahara have accepted September 6 as the date for a ceasefire, the United Nations said on Friday"".",1
"Late last month, Mr. Johnson's faction and Mr. Doe's group announced that they had reached a truce, and Mr. Johnson said publicly that Mr. Doe was no longer his main adversary.",1
"When Muqtada al-Sadr says he wants a six month cease-fire, it's because he has lost the war.",0
"Motlanthe echoed the findings of the Nairobi summit when he said yesterday that SADC was calling ""for an immediate ceasefire to allow humanitarian assistance to the displaced people"".",0
"So we  I don't think we have right of authorship on a ceasefire or humanitarian access if that's something the regime and others who are  who have the ability to make it happen are able to deliver on.",0
"Ateny Wek Ateny, a spokesman for Mr. Kiir, dismissed the rebel claims and accused the rebels of ""blatantly"" violating the cease-fire deal by attacking Malakal.",0
"India and Pakistan: The rapprochement between India and Pakistan seems to get stronger by the day, with recent news including an agreement to resume air links between the two countries Jan. 1, with Pakistan's president offering to remove all of his troops from Kashmir if India does the same, and a cease-fire now in place in that troubled region.",1
"But the Tigers are furious over the worst clash between the rebels and government forces since they reached a cease-fire a year ago.",1
"Maybe they'll try to reach a new truce.",0
"Since the war ended, the UN has had a peacekeeping presence in the country to bolster a ceasefire agreement and help restore the rule of law and democratic processes, as well as facilitate humanitarian assistance.-0- PANA AA/VAO 10Sept2013",0
"The government has agreed to a new ceasefire with the United Wa State Army in the north by far the biggest insurgent group on the restive borders - and wants to start fresh ceasefire talks with other armed groups"".",1
"More than 145 people were killed before a ceasefire took hold 12 days later.",1
"The prime minister said a ceasefire that came into force last weekend was holding and expressed hope that the conflict will be solved through negotiations.",1
"Ndiho said that if these demands were met, discussions could continue for a political agreement based on a return to the 1992 Constitution, which brought in multi-party politics, the creation of a real national army with no ethnic or regional discrimination in its ranks, and finally a ceasefire.",0
"He says any ceasefire must be linked to their withdrawal.",0
"What is needed is a multinational contingent of about 5,000 soldiers, authorized by the Security Council to use force to safeguard civilians, protect relief supplies and impose a lasting cease-fire.",0
"We need to bring a ceasefire.",0
"On Friday, they announced that a six-day truce declared on 31 December would remain in force.."".",1
"Both men after enjoying a drink or two and a game of ludo, signed an agreement pledging continued negotiations and respect for the cease-fire conditions.",0
"On Wednesday, explosions boomed in Monrovia, a day after rebel leaders announced a unilateral ceasefire.",1
"A ceasefire to end the 12-month-old war was signed on July 10 by six nations fighting in Africa's third largest country.",1
"""Kabila has never respected the ceasefire.",0
"But the forces would only be sent into the former Zaire if all the parties in the 19-month conflict guarantee they will respect the ceasefire.",0
"Several ceasefire agreements brokered during the last six days by the UN observer mission MONUC have been violated, as was a ceasefire brokered by the UN Secretary General Kofi Annan on Thursday.",1
"He said his militia commanders were ready to implement an immediate cease-fire.",0
"Although the warring parties signed a ceasefire agreement last month, Ugandan troops have not left yet.",1
"The peace accord, signed by the government, the National Assembly and 17 political parties, calls for an ethnically balanced legislature and army, but it does not include provisions for a cease-fire.",0
"""We want Kinshasa to sign a ceasefire with us and if a U.N. special envoy can help achieve that, we think that that's good,"" M23 spokesman Bertrand Bisimwa told the journalists in Kamlapa.",0
"As a matter of fact, with the influence that President Jammeh has he can help us talk with our brethren in the rebel camp to accept a ceasefire.",0
"ETA declared a ceasefire last year, but the Spanish government scrapped peace talks in December 2006 after ETA bombed Madrid airport, killing two people.",1
"Senegal freed another 152 suspected rebels from its southern province of Casamance on Tuesday in accordance with a July 8 truce, an official said",1
"A cease-fire and political agreement reached last year raised hopes for peace, but the process was dealt a setback Tuesday when rebels pulled out of talks on military reductions.",1
